Symbol	Description
SOBS.OB	Solvay Bank/Solvay NY
SOCGM.OB	Southern California Gas CO
SOCGP.OB	Southern Calif Gas 6
SOCJF.OB	Sonora Gold & Silver Corp
SOCLF.OB	Soco Intl Plc
SODE.OB	Social Detention Inc
SODI.OB	Solitron Devices Inc
SOEN.OB	Solar Enertech Corp
SOFO.OB	Sonic Foundry Inc
SOFT.OB	Softech Inc
SOGFF.OB	Strategic Oil & Gas
SOHFF.OB	Telson Resources Inc
SOHI.OB	Sortis Holdings Inc
SOHOF.OB	Soho China Ltd Ord
SOHVY.OB	Sumitomo Heavy Industries Ltd ADR
SOIEF.OB	Stolt Nielsen S.A.
SOIS.OB	Striker Oil & Gas
SOLCF.OB	Scythian Biosciences Corp
SOLI.OB	Solei Systems Inc
SOLS.OB	Sollensys Corp
SOLTF.OB	Sosei CO Ltd Ord
SOLU.OB	Solutions Group Inc
SOLVY.OB	Solvay S.A.
SOMC.OB	Southern Michigan Bancorp
SOME.OB	Somerset Trust Holdi
SOMLF.OB	Secom CO Ltd
SOMLY.OB	Secom CO Ltd ADR
SOMMY.OB	Sumitomo Chemical CO
SOMNF.OB	Somnomed Ltd Ord
SONR.OB	Sonar Radio Corp
SONVF.OB	Sonova Holding Ag
SONVY.OB	Sonova Holding Ag
SOPK.OB	Southpeak Interactive Crp
SOPV.OB	Solar Park Initiatives
SOQDQ.OB	Sonde Resources Corp
SORHF.OB	Strategic Elements Ltd
SORT.OB	Gunther Intl Ltd
SOST.OB	Southern States Sign CO
SOTGY.OB	Sunny Optical Tech ADR
SOTK.OB	Sono-Tek Corp
SOUB.OB	Southpoint Bancshares Inc
SOUG.OB	Sou 300 Group Holding Co.
SOUHY.OB	South32 Ltd
SOUPQ.OB	Soupman Inc
SOWG.OB	Sow Good Inc
SOYO.OB	Soyo Group Inc
SPASF.OB	Singapore Airport Te
SPAZF.OB	Spanish Mtn Gold Ltd
SPBBF.OB	Speakeasy Cannabis Club Ltd
SPBV.OB	Sports Pouch Bev CO
SPCO.OB	Stephan CO
SPDC.OB	Speed Commerce Inc
SPDE.OB	Speedus Corp
SPDL.OB	Spindle Inc
SPEC.OB	Spectralcast Inc
SPEYF.OB	Spey Resources Corp
SPFYF.OB	Spacefy Inc
SPGYF.OB	Spitfire Energy Ltd
SPGZ.OB	Spectrum Group Intl
SPHDF.OB	Santhera Pharms Hldgs Ltd
SPHRF.OB	Starpharma Holdings
SPHRY.OB	Starpharma Hlds ADR
SPHS.OB	Sophiris Bio
SPHUF.OB	Sphere Resources Inc
SPHXF.OB	Sm Prime Holdings Inc
SPIN.OB	Spine Pain Mgmt Inc
SPKKY.OB	Spark New Zealand Ltd
SPKTF.OB	Spectra Inc
SPLIF.OB	Nutritional High Intl Inc
SPLM.OB	Sentry Petroleum
SPLY.OB	Socialplay USA Inc
SPMI.OB	Speedemissions Inc
SPMLF.OB	Sentry Select Primary Metals Corp
SPMTF.OB	Spearmint Resources
SPMYY.OB	Spirent Comm Plc ADR
SPND.OB	Spindletop Oil & Gas CO
SPNRF.OB	Sparton Resources IN
SPNUF.OB	Spirent Plc Ord
SPNX.OB	Superior Energy Services
SPOI.OB	Spo Networks Inc
SPOM.OB	Spo Global Inc
SPONF.OB	Sponsorsone Inc
SPOWF.OB	Strata Power Corp
SPOZF.OB	Sportech Plc
SPPGF.OB	Stock Spirits Group Plc
SPPH.OB	Spencer Pharm Inc
SPPJY.OB	Sappi Ltd
SPQDF.OB	Specialty Liquid
SPQS.OB	Sportsquest Inc
SPRL.OB	Strat Petroleum Ltd
SPRN.OB	Supernova Energy Inc
SPRS.OB	Surge Components Inc
SPRV.OB	Supurva Healthcare Group Inc
SPRVD.OB	Supurva Healthcare Group Inc
SPRWF.OB	Supreme Pharmaceuticals
SPSAF.OB	Sopra Sa
SPSO.OB	Spectacular Solar Inc
SPSTF.OB	Singapore Post Ltd
SPSTY.OB	Singapore Post Ltd
SPUP.OB	Sipup Corp
SPVNF.OB	Spectra7 Micro
SPXA.OB	Spectrumdna Inc
SPXCF.OB	Singapore Exchan Ltd
SPXCY.OB	Singapore Exchange L
SPXP.OB	Spirit Exploration
SPXSF.OB	Spirax Sarco Plc Ord
SPYR.OB	Spyr Inc
SPZI.OB	Spooz Inc
SQCC.OB	Square Chain Corp
SQCF.OB	Susquehanna Community Financial Inc
SQIDF.OB	Sqi Diagnostics Inc
SQNNY.OB	Square Enix Holdings CO Ltd ADR Repstg Com Stk
SQNXF.OB	Square Enix CO Ltd
SQZZF.OB	Serica Energy Plc
SRAFF.OB	Sandfire Resources America Inc
SRBBF.OB	Subscribe Technologies Inc
SRBCF.OB	Sirona Biochem Corp
SRBIF.OB	Serabi Gold Plc Ord
SRBT.OB	Shanrong Biotechnology Corp
SRCGF.OB	Spruce Ridge Res Ltd CDW
SRCH.OB	Searchlight Mine
SRCO.OB	Sparta Comm Services
SRCOD.OB	Sparta Comm Services
SRCRF.OB	Scorpio Gold Corp NE
SRCX.OB	Stonebridge Resources Explorations Ltd
SREDF.OB	Storebrand ASA
SRGE.OB	Southridge Enterps Inc
SRGHY.OB	Shoprite Holdings Ltd
SRGMF.OB	Srg Mng
SRGZ.OB	Star Gold Corp
SRHBF.OB	Starhub Ltd
SRHIF.OB	Sprott Resource Holdings Inc
SRKZF.OB	Sky Gold Corp
SRLZF.OB	Salazar Resources Ltd
SRMLF.OB	Storm Resources Ltd
SRMMF.OB	Sarama Resources Ltd
SRMX.OB	Saddle Ranch Media Inc
SRNA.OB	Surna Inc
SRNN.OB	Southern Banc CO Inc
SRNW.OB	Stratos Renewable Corp
SRNXF.OB	Sourcenext Corp
SROYF.OB	Sailfish Royalty Corp
SRRE.OB	Sunrise Rl Est Group Inc
SRRPF.OB	Shagrir Group Veh Svcs Ltd
SRRTF.OB	Slate Retail REIT
SRSCQ.OB	Sears Canada Inc
SRSIF.OB	Strateco Resources Inc
SRSN.OB	Strategic Resources International Inc
SRSR.OB	Sarissa Resources IN
SRTSF.OB	Sarantis Sa
SRTTY.OB	Zozo Inc ADR
SRUP.OB	Sirrus Corp
SRUS.OB	Stratus Capital Corp
SRUTF.OB	Sproutly Canada Inc
SRVTF.OB	Star Vault Ab Malmo
SRWRF.OB	Solarworld Ag Npv
SRYB.OB	Surrey Bancorp [Nc]
SSAAF.OB	Ssab Swedish Steel Ab
SSAAY.OB	Ssab Svenskt Sta ADR
SSBP.OB	Ssb Bancorp Inc
SSCFF.OB	Smartcool Systems IN
SSDOF.OB	Shiseido CO Ltd Ord
SSDOY.OB	Shiseido CO Ltd ADR
SSDRF.OB	SSGA SPDR ETFS Europe I Plc Spd
SSEBF.OB	Silver Spruce Res
SSEEF.OB	SSGA SPDR ETFS Europ
SSEHF.OB	SSGA SPDR ETFS Europe II Plc
SSEHW.OB	Senestech Inc WT Exp 08/13/2023
SSER.OB	Sthn Star Energy Corp
SSET.OB	Starstream Entertainment Inc
SSEUF.OB	State Street Global Advisors Limited [Ie] SSGA S
SSEZF.OB	Scottish & Southn OR
SSEZY.OB	Scottish & South ADR
SSFT.OB	Sonasoft Corp
SSGAF.OB	SSGA SPDR ETFS Europe I Plc Accum Shs ETF USD
SSGFF.OB	SSGA SPDR ETFS Europe II Plc
SSGGF.OB	SSGA SPDR ETFS Europe I Plc
SSGOF.OB	Stop Sleep Go Inc
SSGWF.OB	SSGA SPDR ETFS Europe II Plc
SSGXF.OB	SSGA SPDR ETFS Europe II Plc S&P US Industrials
SSHPF.OB	Vow ASA
SSLLF.OB	Siltronic Ag
SSLYF.OB	Sinotrans Shipping Ltd
SSLZF.OB	Societa Sportiva Lazio Spa Shares [Italy]
SSLZY.OB	Santos Ltd ADR
SSMXF.OB	Sysmex Corp
SSMXY.OB	Sysmex Corp ADR
SSOF.OB	Sixty Six Oilfield Services Inc
SSOK.OB	Sunstock Inc
SSOLD.OB	Propellus Inc
SSPPF.OB	Ssp Group Plc
SSRC.OB	Sentisearch Inc
SSREF.OB	Swiss Re
SSREY.OB	Swiss Re Ltd
SSRSF.OB	Silver Sands Resources Corp
SSSEF.OB	SSGA SPDR ETFS Europe II Plc S&P US Financials U
SSSPF.OB	SPDR S&P 500 Uci
SSTRF.OB	Silverstar Hlds Ltd
SSTT.OB	Sstartrade Tech Inc
SSTU.OB	Sandy Steele Unlmtd Inc
SSTY.OB	Sure Trace Security Corp
SSUMF.OB	Sumitomo Corp
SSUMY.OB	Sumitomo Corp ADR
SSUR.OB	Statsure Diagnstc Sy Inc
SSVC.OB	Secured Services Inc
SSVFF.OB	Southern Silver Exp
SSVRF.OB	Summa Silver Corp
SSWRF.OB	SSGA SPDR ETFS Europe I Plc
SSYRF.OB	Sassy Res Corp
STAL.OB	Star Alliance International Corp
STAU.OB	Star Nutrition Inc
STBEF.OB	Starbreeze Ab
STBFY.OB	Suntory Beverage
STBI.OB	Sturgis Bancorp [Mi]
STBK.OB	Studio Bank
STBMF.OB	St. Barbara Ltd Ord
STBMY.OB	St. Barbara Ltd ADR
STBV.OB	Strategic Global Investments Inc
STCB.OB	Starco Brands Inc
STCC.OB	Sterling Cons
STCO.OB	Stratocomm Corp
STDE.OB	Standard Energy Corp
STEV.OB	Stevia Corp
STGC.OB	Startengine Crowdfunding Inc
STGGQ.OB	Stg Group Inc
STGPF.OB	Scentre Group
STGZ.OB	Stargaze Entertainment Group Inc
STHC.OB	Southcorp Capital I
STHHF.OB	Steinhoff International Holdings NV
STHI.OB	Sprout Tiny Homes
STIE.OB	Santaro Interactive Entertainment Co.
STJO.OB	ST Joseph Inc
STJPF.OB	ST James Place Cap
STKAF.OB	Stockland Stapled Sec
STKR.OB	Stockeryale Inc
STKXF.OB	Strikepoint Gold Inc
STLFF.OB	Stillfront Group Ab
STLHF.OB	Sunoil Ltd Ord
STLJF.OB	Stella Jones Inc
STLM.OB	ST Elmo Silver
STLT.OB	Spotlight Innovation Inc
STLXF.OB	Stellar Africagold Inc
STLY.OB	Stanley Furniture
STMDF.OB	Startmonday Technology Corp
STMEF.OB	Stmicroelectronics N
STMGF.OB	Panorama Petroleum Inc
STMH.OB	Stem Holdings Inc
STMZF.OB	Scottish Mortgage Investment Trust Plc
STNT.OB	Stevia Nutra Corp
STNX.OB	Startronix International Inc
STOHF.OB	Statoil ASA
STOSF.OB	Santos Ltd Ord
STPGF.OB	Steppe Gold Ltd
STPJF.OB	Southern Pacific Resource Corp
STQN.OB	Strategic Acquis Inc Nev
STRB.OB	Strasbaugh
STRH.OB	Immunis Corp
STRI.OB	Str Holdings Inc
STRNY.OB	Severn Trent Plc
STRPF.OB	Starr Peak Expl Ltd
STRRF.OB	Satori Resources Inc
STRYF.OB	Storytel Ab
STRZ.OB	Star Buffet
STSBF.OB	South Star Mining Corp
STSC.OB	Start Scientific Inc
STSN.OB	Sternsation International Inc
STTDF.OB	Standard Uranium Ltd
STTH.OB	Stealth Technologies Inc
STTTF.OB	Splitit Payments Ltd
STTX.OB	Stratex Oil & Gas Holdings Inc
STUO.OB	STI Group Inc
STUPF.OB	Straightup Resources Inc
STVGF.OB	Stevens Gold Nev
STWC.OB	Strainwise Inc
STWRY.OB	Software Ag ADR
STXMF.OB	Starrex International Ltd
STXPF.OB	Stuhini Expl Ltd
STYLA.OB	Styleclick Inc
STYS.OB	Stinger Systems Inc
STZHF.OB	Stelco Holdings Inc
STZU.OB	Sun Tzu Corp
SUBB.OB	Suburban Minerals Corp
SUBCY.OB	Subsea 7 S.A.
SUEZY.OB	Suedzucker Ag
SUFF.OB	Ophir Resources CO
SUGR.OB	Sugar Creek Fin Corp
SUHJF.OB	Sun Hung Kai Pptys L
SUHJY.OB	Sun Hung Kai Pptys L
SUIC.OB	Sino United Worldwide Consolidated Ltd
SUIFF.OB	Superior Mining International Corp
SULZF.OB	Sulzer Ag Winterthur Shs
SUMCF.OB	Sumco Corp
SUME.OB	Summer Energy Hlds
SUMXF.OB	Supremex Inc
SUNC.OB	Suncast Solar Energy Inc
SUND.OB	Sundance Strategies Inc
SUNFF.OB	Sun Life Financial Inc
SUNPF.OB	Sun Peak Metals Corp
SUNR.OB	Sun Sports and Entertainment Inc
SUNTF.OB	Suncorp Techs Ltd
SUNYF.OB	Sunshine Oilsands Ltd
SUOPY.OB	Sumco Corp ADR
SUPGF.OB	Superior Gold
SURG.OB	Surgepays Inc
SURJF.OB	Surge Exploration Inc
SURRF.OB	Sun Art Retail Group Ltd
SURRY.OB	Sun Art Retail Group
SURVF.OB	Suntec Real Estate
SUTI.OB	Sutimco International Inc
SUTNY.OB	Sumitomo Mitsui TR H
SUUB.OB	Sub-Urban Brands Inc
SUUIF.OB	Superior Plus Corp
SUVPF.OB	Sartorius Ag Pfd W/O
SUVRF.OB	Navis Resources Corp
SUWN.OB	Sunwin Intl Neutracl
SVAD.OB	Silverton Adventures Inc
SVAP.OB	Standard Vape Corp
SVAUF.OB	Storagevault Canada Inc
SVBL.OB	Silver Bull Resources Inc
SVBRF.OB	Silver Bear Res Inc
SVBT.OB	Svb&T Corp
SVCBF.OB	Svenska Cellulosa B
SVCBY.OB	Svenska Cellulosa Ab
SVCTF.OB	Senvest Capital Inc
SVGAF.OB	Silver Grail Resources Ltd
SVIN.OB	Scheid Vineyards
SVKEF.OB	Skandinaviska Enskil
SVLKF.OB	Silver Lake Res Ltd
SVLT.OB	Sunvault Energy Inc
SVMMF.OB	Silver Mountain Mns Inc A
SVMN.OB	Silverore Mines Inc
SVNBY.OB	Seven Bank Ltd ADR
SVNDF.OB	Seven & I Holdings C
SVNDY.OB	Seven & I Holdings C
SVNJ.OB	727 Communications Inc
SVNLF.OB	Svenska Handelsbanke
SVNLY.OB	Svenska Handels ADR
SVNNF.OB	Savannah Energy Plc
SVRGF.OB	Seven Generations En
SVROF.OB	Silver Predator Corp
SVRZF.OB	Silver Bullion TR
SVSE.OB	Silver Star Energy Inc
SVSN.OB	Stereo Vision En
SVSO.OB	Sheervision Inc
SVTE.OB	Service Team
SVTMF.OB	Sm Investments Corp
SVTRF.OB	Severn Trent Plc
SVVB.OB	Savi Financial Corp
SVVZF.OB	Rockcliff Metals Corp
SVYSF.OB	Solvay Sa Act
SWCC.OB	Southwest Casino Corp
SWCKF.OB	Swick Mining Services Ltd
SWDAF.OB	Software Ag Darm Akt
SWDBF.OB	Swedbank Ab Ord Shs
SWDBY.OB	Swedbank Ab ADR
SWEE.OB	Sweegen Inc
SWGAF.OB	Swatch Grp Akt
SWGAY.OB	Swatch Group Ag ADR
SWGNF.OB	Swatch Grp N Akt
SWISF.OB	Globex Data Ltd
SWMAF.OB	Swedish Match Ab Ord
SWMAY.OB	Swedish Match ADR
SWNLF.OB	Selwyn Resources Ltd
SWNM.OB	Southwst Med Sol
SWOOF.OB	SSGA SPDR ETFS Europe II Plc
SWPFF.OB	Swire Properties Ltd
SWPIF.OB	Sawai Pharm CO
SWRAF.OB	Swire Pacific Ltd A
SWRAY.OB	Swire Pacific Ltd Cl
SWRBF.OB	Swire Pacific Ltd [Hk]
SWRBY.OB	Swire Pacific Ltd Cl
SWRI.OB	Seawright Holdings
SWRL.OB	Healthy Fast Food
SWRM.OB	Appswarm Inc
SWSDF.OB	Swiss Life Holding Ag
SWSSF.OB	Ten Peaks Coffee Company Inc
SWWI.OB	Simon Worldwide Inc
SWYDF.OB	Stornoway Diamond Cp
SWZCF.OB	Swisscom Ag
SWZNF.OB	Schweizerische Nationalbank
SXERF.OB	Ishares Euro Stoxx Banks 30 15 Ucits
SXGAF.OB	Scapa Group Plc
SXHHF.OB	Sonomax Technologies Inc
SXMVF.OB	Vior Inc
SXNTF.OB	Sixty North Gold Mining Ltd
SXOOF.OB	St. Georges Platinum
SXYAY.OB	Sika Finanz Ag [Switzerland] ADR
SYAAF.OB	Syrah Resources
SYBF.OB	SPDR Barclays 0-3 Year US Corporate Bond Ucits E
SYBRQ.OB	Synergy Brands
SYCRF.OB	Syncora Holdings
SYDDF.OB	Sydney Airport
SYEV.OB	Seychelle Environmtl
SYGGF.OB	Synairgen Plc
SYHBF.OB	Skyharbour Resources
SYHO.OB	Synergie Wellness Prods
SYIEF.OB	Symrise Ag
SYIEY.OB	Symrise Ag
SYNE.OB	Synthesis Energy Sys
SYNI.OB	Synvista Therapeutics Inc
SYNJ.OB	Day Tradexchange Inc
SYNNF.OB	Symphony Internation
SYPT.OB	Scrypt Inc
SYRSW.OB	Syros Pharmaceuticals Inc WT Exp Cl A 04/04/2024
SYSX.OB	Sysorex Inc
SYTE.OB	Enterprise Diversified Inc
SYUP.OB	Shanghai Yutong Phma
SYVN.OB	Sycamore Ventures
SYXXF.OB	Synodon
SYZLF.OB	Sylogist Ltd
SZBI.OB	Southfirst Bkshr
SZCRF.OB	Scor S.E. [France]
SZEVF.OB	Suez Environnement
SZGEF.OB	Senzagen Ab
SZGPF.OB	Salzgitter Ag
SZGPY.OB	Salzgitter Ag ADR
SZHFF.OB	Sojitz Corp
SZHIF.OB	Shenzhou International Group Holdings Ltd
SZKMF.OB	Suzuki Motor CO
SZKMY.OB	Suzuki Motor Corp
SZLMY.OB	Schweizerische Leben
SZNTF.OB	Shenzhen Investment Ltd
SZOXF.OB	DB Crude Oil Short ETN Due June 1 2038
SZSAY.OB	Suez Sa
SZSMF.OB	Santacruz Silver
TAALF.OB	Taal Distributed Info. Tech. Inc
TABCF.OB	Tabcorp Holdings Ltd
TACBY.OB	Tabcorp Hlds ADR
TACI.OB	Transatlantic Capital Inc
TAER.OB	Tarsier Ltd
TAGOF.OB	Tag Immobilien Ag
TAGP.OB	Tristar Acquisition Group
TAHKF.OB	Tracker Fund of Hong Kong
TAIPY.OB	Taisho Pharmaceutical Holdings ADR
TAISF.OB	Taisho Pharm Hlds CO
TAJIF.OB	Tajiri Resources Corp
TAKD.OB	Transakt Ltd
TAKOF.OB	Drone Delivery Cda Corp
TAKUF.OB	C2C Gold Corp
TALC.OB	Tal-Cap Inc
TALN.OB	Talon International
TAMG.OB	Transnatl Auto Grp
TAOIF.OB	Tag Oil Ltd
TAPM.OB	Tapinator Inc
TAPP.OB	Tap Resources Inc
TARSF.OB	Alianza Minerals Ltd
TASEF.OB	Tasman Resources NL Ord
TASZF.OB	Tas Tecnologia Avanzata Dei Sistemi Spa
TATLY.OB	Tata Steel Ltd
TATYF.OB	Tate & Lyle Plc 25
TATYY.OB	Tate & Lyle Plc ADR
TAUG.OB	Tauriga Sciences Inc
TAVHY.OB	Tav Havalimanlari
TAWNF.OB	Thai Airways Intl
TAYO.OB	Taylor Consulting
TBACQ.OB	Tandy Brands Accessories Inc
TBAKF.OB	Ted Baker Ord
TBBA.OB	Teb Bancorp Inc
TBBC.OB	Triad Business Bank
TBCRF.OB	Timbercreek Financial Corp
TBDYF.OB	Gordon Creek Energy Inc
TBET.OB	Tibet Pharmaceuticals
TBEV.OB	High Performance Beverages CO
TBGPF.OB	Tembo Gold Corp
TBIIF.OB	Tobii Technology Ab
TBLMF.OB	Tiger Brands Ltd
TBLMY.OB	Tiger Brands ADR
TBLZ.OB	Trailblazer Resources
TBMIF.OB	Aurcrest Gold Inc
TBNGY.OB	Pt Bukit Asam Persero Tbk
TBPMF.OB	Tetra Bio-Pharma Inc
TBTC.OB	Table Trac Inc
TBTEF.OB	Twin Butte Energy Ltd
TBUIF.OB	Tubi Ltd
TBVPF.OB	Thai Beverage Public
TBVPY.OB	Thai Beverage Public Co. Ltd
TBXXF.OB	Turmalina Metals Corp
TCANF.OB	Tc Energy Corp
TCCHF.OB	Technogym Spa
TCCO.OB	Technical Commctn Cp
TCCPY.OB	Technopro Holdings Inc ADR
TCCR.OB	Triccar Inc
TCEC.OB	Transcoastal Corp
TCEHY.OB	Tencent Holdings ADR
TCFF.OB	Trillion Energy Intl Inc
TCGN.OB	Technology General Corp
TCHBF.OB	Tecan Ag Hombrchtkn
TCHC.OB	Tech Central Inc
TCHH.OB	Trustcash Holdings Inc
TCIIF.OB	Tracsis Plc
TCISF.OB	Tachi's Co. Ltd
TCKRF.OB	Teck Resources Cl A
TCLAF.OB	Transcontinental A
TCLCF.OB	Transcontinental Inc
TCLHF.OB	Tcl Multimedia Techn
TCLIF.OB	Theraclion
TCLRY.OB	Technicolor S.A.
TCNAF.OB	Transcanna Holdings Inc
TCNB.OB	Town Center Bk IL
TCNGF.OB	Tricon Cap Grp
TCNNF.OB	Trulieve Cannabis Corp
TCNT.OB	Toucan Interactive Corp
TCNWF.OB	Trulieve Cannabis Corp
TCOR.OB	Treecon Resources Inc
TCPP.OB	Trinity Cap Partners Inc
TCRI.OB	Techcom Inc
TCRRF.OB	Terrace Energy Corp
TCTZF.OB	Tencent Holdings Ltd
TCYMF.OB	Tingyi Cayman Islands Holdings Corp
TCYMY.OB	Tingyi [Cayman Islands] Holdings Corp
TCYSF.OB	Tecsys Inc
TDBKF.OB	Toronto Dominion Bank Fxdfr Prf Perpetual CAD 25
TDBSF.OB	Tdb Split Corp
TDCB.OB	Third Century Bancor
TDCH.OB	30Dc Inc
TDGDF.OB	Transportadora DE Gas Del Norte Sa
TDGMW.OB	Tidewater Inc WT
TDHOY.OB	T&D Holdings Inc
TDLAF.OB	Tbg Diagnostics Ltd
TDMMF.OB	Mach7 Technologies Ltd
TDNT.OB	Trident Brands Inc
TDRRF.OB	Tudor Gold Corp
TDSGF.OB	Telo Genomics Corp
TDYT.OB	Thermodynetics Inc
TEAH.OB	Worry Free Tea House Holdings Company
TECO.OB	Treaty Energy Corp
TEFOF.OB	Telefonica Sa Ords
TEGR.OB	Terra Energy & Res
TEGY.OB	Transact Energy
TEHG.OB	Technovative Group
TEKI.OB	Tek Digitel Corp
TEKXF.OB	Lincoln Ventures Ltd
TELDF.OB	Telefonica Deutschla
TELNF.OB	Telenor ASA
TELNY.OB	Telenor ASA Ads
TEPCF.OB	Tohoku Electric Power Co. Inc
TERA.OB	Teraforce Tech Corp
TETAA.OB	Teton Advisors Inc
TETAB.OB	Teton Advisors Inc
TETHF.OB	Tethys Petroleum Ltd
TETOF.OB	Tectonic Metals Inc
TEUCF.OB	Box Ships Inc
TEUFF.OB	Box Ships Inc
TEUM.OB	Pareteum Corp
TEUTF.OB	Teuton Res Corp
TEVJF.OB	Teva Pharmaceutical Industries Ltd
TEXC.OB	Texcom Inc
TEXG.OB	Westar Oil and Gas Inc
TEZNY.OB	Terna Rete Elettrica
TFBN.OB	Tfn Football Network
TFECF.OB	Thin Film
TFECY.OB	Thin Film Electronics ASA
TFGL.OB	Tracker Financial Group Ltd
TFRFF.OB	Tefron Ltd
TFRNF.OB	Wisdomtree Issuer Plc Wisdomtree USD Floating Ra
TFRY.OB	Tasty Fries Inc
TFSHF.OB	Tamir Fishman Venture Capital II Ltd
TFSVF.OB	24Sevenoffice Scandinavia Ab
TFZI.OB	The Fight Zone Inc
TGAFF.OB	Taiga Building Products Ltd
TGAN.OB	Transphorm Inc
TGASF.OB	Towngas China CO Ltd
TGCDF.OB	Teranga Gold Corp CD
TGEN.OB	Tecogen Inc
TGGDF.OB	Taiga Gold Corp
TGGI.OB	Trans Global Grp IN
TGHI.OB	Touchpoint Group Holdings Inc
TGIC.OB	Triad Guaranty Inc
TGIFF.OB	Friday Night Inc
TGLDF.OB	Trillium Gold Mines Inc
TGLO.OB	Theglobe.com Inc
TGLVY.OB	Top Glove Corp Berhad ADR
TGMGF.OB	Theta Gold Mines Ltd
TGMR.OB	Troy Gold & Mineral Corp
TGODF.OB	Green Organic Dutchman
TGONF.OB	Tetragon Financial
TGOPF.OB	3I Group Plc
TGOPY.OB	3I Group Plc
TGOWF.OB	Green Organic Dutchman Holdings Ltd WT
TGRF.OB	Tgr Financial Inc
TGRO.OB	Tiger Oil and Energy Inc
TGRP.OB	Tron Group
TGRR.OB	Tiger Reef Inc
TGRVF.OB	Tian Ge Interactive Holdings Ltd
TGSGY.OB	Tgs Nopec Geophysica
TGTMF.OB	Targeted Microwave Solutions Inc
TGTNF.OB	Tungsten Corp Plc
THAFF.OB	Thoresen Thai Ags Fgn Reg
THBIY.OB	Turkiye Halk Bankasi
THBRF.OB	Thunderbird Entertainment Group Inc
THCBF.OB	Thc Biomed Intl Ltd
THCT.OB	Thc Therapeutics Inc
THDDY.OB	TV Asahi Holdings Corp ADR
THDS.OB	3Dshopping.com
THKLY.OB	T H K CO Ltd ADR
THLEF.OB	Thales Ord
THLLY.OB	Thales ADR
THMG.OB	Thunder Mountn Gold
THNUY.OB	Thanachart Capital Public CO Ltd ADR
THPHF.OB	Thinkpath Inc
THQQF.OB	Embracer Group Ab Cl B
THRA.OB	Therma-Med Inc
THRBF.OB	Therma Bright Inc
THRGF.OB	SSGA SPDR ETFS Europe II Plc
THRR.OB	Thresher Industries Inc
THRSF.OB	Thunderbird Resorts
THST.OB	Truett Hurst Cl A CO
THTI.OB	Tht Heat Transfer Technology
THUPY.OB	Thule Group Ab ADR
THURF.OB	Thunderstruck Resources Ltd
THVB.OB	Thomasville Bancshar
THXPF.OB	Thor Exploration Ltd
THYCF.OB	Taiheiyo Cement Cp
THYCY.OB	Taiheiyo Cement Corp
TIAIY.OB	Telecom Italia S.P.A.
TIAJF.OB	Telecom Halia S.P.A. AZ
TIANF.OB	Tianneng Power International Limited
TIAOF.OB	Telecom Italia New O
TIDE.OB	Tidelands Oil & Gas
TIGCF.OB	Triumph Gold Corp
TIGE.OB	Tigrent Inc
TIIAY.OB	Telecom Italia S.P.A.
TIKK.OB	Tel-Instrument Electronics Corp
TIKRF.OB	Tikcro Technologies
TILCF.OB	Till Cap Ltd
TIMCF.OB	Timia Cap Corp
TIMNF.OB	Timminco Ltd
TINLY.OB	Teijin Ltd ADR
TINO.OB	Tamino Minerals Inc
TIPGF.OB	Titan Petrochemicals Group Ltd
TIPNF.OB	Tyner Resources Ltd
TIPS.OB	Tianrong Internet Prod Sv
TIPUF.OB	Multi Units Luxembourg Sicav
TIRTZ.OB	Tidelands Royalty TR B Ubi
TISCY.OB	Taisei Corp ADR
TISDZ.OB	Treasure Isld Rlty
TISNF.OB	Tis Inc
TITUF.OB	Titanium Corp Inc
TIXC.OB	Tix Corp
TIXXF.OB	Titan Medical Inc
TIZAF.OB	Tiziana Life Sciences Plc
TKAGY.OB	Telekom Austria Ag
TKAMY.OB	Thyssenkrupp Ag
TKAYF.OB	Takeaway.com NV
TKAYY.OB	Just Eat Takeaway.com NV ADR
TKBIF.OB	Takara Bio Inc
TKCBF.OB	Tokai Carbon Company Ltd
TKCI.OB	Turnkey Capital Inc
TKECF.OB	Tokyo Electric Power
TKECY.OB	Tokyo Electric Power
TKFTF.OB	Tarkett Sa
TKGBY.OB	Turkiye Garanti Bank
TKGL.OB	Tekegldmpire Inc
TKGSF.OB	Tokyo Gas Co. Ltd
TKGSY.OB	Tokyo Gas CO Ltd ADR
TKHVY.OB	Turk Hava Yallari Ao
TKKHF.OB	Tikehau Capital Partners
TKLS.OB	Trutankless Inc
TKOI.OB	Telkonet Inc
TKOMF.OB	Tokio Marine Ord
TKOMY.OB	Tokio Marine ADR
TKPHF.OB	Takeda Pharmaceutica
TKRFF.OB	Tinka Resources Ltd
TKSI.OB	Turnkey Solutions Inc
TKSTF.OB	Tinkerine Studios Ltd
TKXHF.OB	Trackx Holdings Inc
TKYMY.OB	Tokuyama Corp ADR
TKYVY.OB	Turkiye Vakiflar Bankasi T.A.O
TLCC.OB	Twinlab Consolidated Holdings Inc
TLCO.OB	Teleconnect Inc
TLDE.OB	Tld3 Entertainment Group
TLDN.OB	Telidyne Inc
TLED.OB	Light Engine Design Corp
TLFA.OB	Tandy Leather Fctry
TLFE.OB	Elfato Inc
TLFX.OB	Telefix Communications Holdings Inc
TLGHF.OB	Telenet Group Holding NV
TLGHY.OB	Telenet Group Hld NV ADR
TLGN.OB	Totally Green Inc
TLGRF.OB	Talga Group Ltd
